"num_minors","hombre","bin_head","age","bin_headFemale","age2","estrato1","maximo_nivel_educativo","tamano_empresa","tiempo_empresa_actual","formal","hoursWorkUsual","ingreso_laboral_horas_actuales","oficio","log_ingreso_laboral_horas_actuales","age_grupo"
2,1,1,56,0,3136,"2","7","9",360,1,40,17062.5,"19",9.74463835192732,"55-60"
1,1,1,30,0,900,"3","7","9",10,1,48,8246.3257107942,"3",8.86901709932904,"25-34"
1,1,0,32,0,1024,"3","7","9",1,1,36,12238.404296875,"13",9.41233417966532,"25-34"
1,1,0,33,0,1089,"2","6","9",72,1,48,10098.1484375,"21",9.22010736300383,"25-34"
1,0,1,32,1,1024,"2","7","9",4,1,48,4767.1298828125,"38",8.46949970107081,"25-34"
1,0,1,64,1,4096,"4","7","2",12,1,10,4402.57116699218,"36",8.37825480033503,"60+"
1,0,0,40,0,1600,"4","7","9",60,1,48,36223.37890625,"21",10.4974600154974,"35-44"
0,1,1,37,0,1369,"3","6","9",144,1,48,10532.408203125,"58",9.26221227823247,"35-44"
0,1,0,49,0,2401,"3","7","9",60,1,48,10532.408203125,"45",9.26221227823247,"45-54"
0,0,0,44,0,1936,"3","6","1",12,0,50,3540.95568847656,"57",8.10753703444939,"35-44"
0,1,0,50,0,2500,"3","4","1",60,1,80,6210.06002215485,"98",8.63812303246879,"45-54"
0,1,0,26,0,676,"4","7","2",24,0,7,10000,"54",9.21034037197618,"25-34"
0,1,1,30,0,900,"2","6","2",18,0,48,5833.33349609375,"45",8.67134389914528,"25-34"
0,0,0,60,0,3600,"2","6","8",216,1,48,5521.412109375,"55",8.61638892347133,"60+"
0,1,1,56,0,3136,"2","6","9",9,1,50,5195.5556640625,"58",8.55555885913436,"55-60"
0,1,0,34,0,1156,"2","7","9",42,1,48,8506.9443359375,"45",9.04863808962986,"25-34"
0,1,0,35,0,1225,"2","7","9",22,1,40,17548.611328125,"16",9.77273009916077,"35-44"
0,1,0,32,0,1024,"3","7","9",9,1,48,9057.8701171875,"39",9.11138928499674,"25-34"
0,1,1,35,0,1225,"3","7","5",12,1,48,12557.8701171875,"3",9.4381028489854,"35-44"
0,1,0,58,0,3364,"4","6","9",60,1,48,6221.6279296875,"58",8.73578687651935,"55-60"
0,0,1,56,1,3136,"4","7","9",360,1,48,7720.47021484375,"59",8.95163054982248,"55-60"
0,1,0,24,0,576,"4","7","9",17,1,45,12444.4443359375,"12",9.4290295642217,"18-24"
0,1,0,21,0,441,"3","7","9",10,1,48,5043.40283203125,"38",8.52583629832957,"18-24"
1,1,1,34,0,1156,"2","7","9",5,1,48,6750.3544921875,"11",8.8173502998487,"25-34"
1,0,0,32,0,1024,"2","6","9",11,1,48,5709.26611328125,"39",8.6498457678191,"25-34"
1,1,0,31,0,961,"2","7","9",134,1,98,6309.52392578125,"58",8.7498155051107,"25-34"
0,1,1,48,0,2304,"2","4","4",316,0,60,5695.00732421875,"57",8.64734516195925,"45-54"
0,0,0,55,0,3025,"2","4","4",240,0,1,14000,"55",9.5468126085974,"55-60"
0,0,1,80,1,6400,"6","6","1",360,0,12,15353.0095214844,"44",9.48158775091957,"60+"
0,1,1,31,0,961,"3","6","9",108,1,50,6450.2453141646,"39",8.67079768226699,"25-34"
0,0,0,29,0,841,"3","7","9",1,1,48,14687.5291992188,"30",9.4900677721211,"25-34"
0,1,1,24,0,576,"2","6","4",24,0,70,3666.66674804688,"51",8.207038285307,"18-24"
0,0,1,53,1,2809,"4","7","9",90,1,50,5792.82373046875,"17",8.66437514261172,"45-54"
1,1,1,38,0,1444,"4","7","9",120,1,54,30705.8611518012,"2",10.0020459134023,"35-44"
1,0,0,39,0,1521,"4","7","8",80,1,40,16103.4906475361,"13",9.44770084780992,"35-44"
1,1,1,59,0,3481,"2","5","9",180,1,48,5128.47216796875,"95",8.54256307079869,"55-60"
0,1,1,22,0,484,"3","7","9",5,1,48,5168.38671875,"38",8.55031587214234,"18-24"
0,0,0,21,0,441,"3","7","9",12,1,42,5605.8017578125,"38",8.63155736859724,"18-24"
0,1,1,51,0,2601,"4","7","2",216,1,72,27871.5189453125,"11",9.78520461208296,"45-54"
0,0,0,24,0,576,"4","7","9",12,1,48,11221.064453125,"21",9.32554804562172,"18-24"
0,1,1,33,0,1089,"4","7","9",48,1,48,35810.18359375,"2",10.4859875898643,"25-34"
0,0,0,27,0,729,"4","7","1",4,1,40,14845.7122039795,"16",9.21142173637695,"25-34"
1,0,1,42,1,1764,"3","7","9",48,1,48,19711.2109375,"42",9.88894283598152,"35-44"
0,1,1,57,0,3249,"4","7","5",300,1,48,36863.42578125,"21",10.5149751672537,"55-60"
0,0,0,25,0,625,"4","7","6",24,1,48,14401.0419921875,"2",9.57505584351477,"25-34"
0,1,0,27,0,729,"4","7","5",60,1,48,10532.408203125,"2",9.26221227823247,"25-34"
0,0,1,35,1,1225,"3","7","9",18,1,40,9993.73046875,"21",9.20971322223389,"35-44"
0,1,0,46,0,2116,"3","6","1",24,0,40,10269.2976074219,"41",9.03216603467501,"45-54"
0,1,1,39,0,1521,"6","7","9",180,1,40,64166.66796875,"21",11.0692391643341,"35-44"
2,0,0,35,0,1225,"3","7","9",132,1,45,17162.962890625,"11",9.75050902076131,"35-44"
2,1,1,43,0,1849,"3","3","3",120,0,50,4656.26293945312,"41",8.44596596497594,"35-44"
0,1,1,26,0,676,"3","7","9",1,1,40,18397.6213727679,"8",9.70588878091647,"25-34"
1,1,0,42,0,1764,"2","6","3",6,1,72,3209.87744140625,"58",8.0739880351479,"35-44"
2,0,0,22,0,484,"2","6","2",6,0,8,4124.76310306838,"45",8.23335415574435,"18-24"
2,0,0,54,0,2916,"2","3","2",60,0,80,5840.91949721514,"45",8.35566975822277,"45-54"
2,1,1,54,0,2916,"2","3","2",60,0,112,10269.2976074219,"41",9.03216603467501,"45-54"
2,1,0,34,0,1156,"2","6","1",36,0,30,5619.64448603877,"59",8.579073482872,"25-34"
2,1,0,32,0,1024,"2","7","9",9,1,40,11038.869140625,"33",9.30917788167008,"25-34"
2,0,1,43,1,1849,"2","6","9",240,1,40,8747.6669921875,"39",9.07654231433542,"35-44"
2,0,0,59,0,3481,"2","4","1",2,0,14,5234.34051983173,"55",8.5178145876325,"55-60"
2,1,0,21,0,441,"2","6","2",0,0,50,816.666687011719,"58",6.70523103978297,"18-24"
2,0,1,39,1,1521,"2","5","1",192,0,56,3944.28491210937,"41",8.241107764116,"35-44"
0,0,1,32,1,1024,"3","7","9",36,1,48,7459.93603515625,"39",8.91730211878521,"25-34"
0,1,0,44,0,1936,"2","7","3",1,0,60,1866.66662597656,"87",7.53190956625686,"35-44"
0,1,1,38,0,1444,"2","6","4",1,0,48,5833.33349609375,"95",8.67134389914528,"35-44"
1,1,0,19,0,361,"1","6","1",3,0,56,6192.703125,"41",8.69863584890852,"18-24"
1,0,0,25,0,625,"1","7","1",1,0,56,4967.54318311738,"45",8.39675093754077,"25-34"
1,1,0,20,0,400,"1","6","2",2,0,36,6192.703125,"41",8.69863584890852,"18-24"
1,1,0,50,0,2500,"1","7","5",1,1,48,4226.5078125,"87",8.34913135482344,"45-54"
0,1,1,59,0,3481,"2","4","1",360,0,60,4731.94486490885,"45",8.38244362475935,"55-60"
0,1,1,22,0,484,"2","7","4",7,0,66,2474.74755859375,"53",7.81389367327301,"18-24"
0,1,0,26,0,676,"2","7","4",4,0,60,3422.22216796875,"53",8.13804537577216,"25-34"
0,0,0,20,0,400,"2","6","5",5,0,34,1921.56860351562,"53",7.56089711247223,"18-24"
0,1,0,22,0,484,"2","7","2",2,0,50,1866.66662597656,"53",7.53190956625686,"18-24"
0,1,1,41,0,1681,"3","7","9",96,1,24,16851.8515625,"13",9.73221581475843,"35-44"
0,0,1,31,1,961,"4","7","9",72,0,50,49336,"12",10.8064093166713,"25-34"
0,1,0,21,0,441,"4","7","9",6,1,48,5833.33349609375,"3",8.67134389914528,"18-24"
0,1,1,29,0,841,"3","6","1",1,0,48,5121.04207803915,"98",8.479953588418,"25-34"
1,0,1,29,1,841,"2","7","9",60,1,40,13526.3759765625,"21",9.51239683433015,"25-34"
0,0,1,26,1,676,"4","7","9",24,1,48,21194.4453125,"31",9.95637614272975,"25-34"
0,0,1,21,1,441,"4","7","9",6,1,40,4124.76310306838,"45",8.23335415574435,"18-24"
1,0,1,28,1,784,"3","7","9",60,1,48,4666.32373046875,"45",8.44812683090091,"25-34"
1,0,1,55,1,3025,"2","4","4",48,0,40,4200,"53",8.34283980427146,"55-60"
1,1,0,49,0,2401,"2","3","2",1,0,50,6210.06002215485,"98",8.63812303246879,"45-54"
2,1,0,24,0,576,"3","7","3",72,0,60,6192.703125,"41",8.69863584890852,"18-24"
2,1,1,42,0,1764,"3","7","3",240,1,60,7486.43966379473,"45",8.58028722834266,"35-44"
2,0,0,32,0,1024,"3","6","1",12,0,60,3875.87303644494,"54",8.15960789924374,"25-34"
2,0,0,41,0,1681,"3","6","3",36,0,60,8079.38097887541,"39",8.79197482752779,"35-44"
0,1,1,28,0,784,"6","7","9",42,1,40,26250,"12",10.1754212680198,"25-34"
0,0,0,20,0,400,"6","7","9",3,0,40,8166.66650390625,"44",9.00781608793486,"18-24"
1,1,1,41,0,1681,"2","7","2",24,0,60,6180.73330078125,"83",8.67250586662627,"35-44"
1,0,0,46,0,2116,"2","6","1",144,0,66,5695.00732421875,"57",8.64734516195925,"45-54"
1,0,1,48,1,2304,"4","7","1",18,1,60,8444.56703404018,"19",8.98913411007667,"45-54"
0,0,1,24,1,576,"3","6","7",18,1,48,4641.7666015625,"39",8.44285030585521,"18-24"
0,1,1,39,0,1521,"3","7","1",48,0,42,7486.43966379473,"45",8.58028722834266,"35-44"
1,1,1,47,0,2209,"3","5","1",240,1,40,10269.2976074219,"41",9.03216603467501,"45-54"
0,1,1,65,0,4225,"2","6","5",120,1,50,6778.95563616071,"98",8.67765644266355,"60+"
0,1,0,42,0,1764,"2","7","5",48,1,48,22475.1981065538,"11",9.78193750889344,"35-44"
1,0,0,30,0,900,"3","7","3",108,0,40,18496.6662925606,"21",9.49961966364281,"25-34"
1,1,1,34,0,1156,"3","5","3",108,0,40,16890.4293874105,"21",9.44717141159864,"25-34"
0,0,0,24,0,576,"3","7","9",12,1,48,4361.80859375,"51",8.38064206541137,"18-24"
1,0,1,32,1,1024,"3","7","9",12,1,48,13311.341796875,"45",9.49637171749325,"25-34"
0,1,1,54,0,2916,"3","6","9",372,1,50,12133.3330078125,"58",9.40371173812808,"45-54"
0,0,0,28,0,784,"3","7","9",72,1,48,10127.3154296875,"12",9.22299155024402,"25-34"
0,0,1,47,1,2209,"3","7","9",156,1,48,145833.328125,"39",11.8902196603974,"45-54"
0,1,0,26,0,676,"3","6","9",24,1,48,9907.9697265625,"84",9.20109473515066,"25-34"
0,0,0,28,0,784,"3","7","9",12,1,48,10357.6213887533,"19",9.1083390521346,"25-34"
0,0,1,53,1,2809,"3","6","1",120,0,50,5695.00732421875,"57",8.64734516195925,"45-54"
0,0,0,27,0,729,"3","7","5",12,1,48,18018.5845269097,"15",9.67491634334232,"25-34"
1,1,1,63,0,3969,"3","6","1",240,0,40,79333.3359375,"41",11.2814136968111,"60+"
0,1,1,52,0,2704,"3","6","5",216,1,60,5105.1221110026,"84",8.44586357192553,"45-54"
0,0,0,48,0,2304,"3","6","1",36,0,60,4189.72041467873,"54",8.24962703664781,"45-54"
0,1,1,56,0,3136,"3","5","1",24,0,20,4731.94486490885,"45",8.38244362475935,"55-60"
3,0,1,27,1,729,"2","5","2",18,0,48,4967.54318311738,"45",8.39675093754077,"25-34"
3,0,0,38,0,1444,"4","7","5",3,1,40,16103.4906475361,"13",9.44770084780992,"35-44"
3,1,1,38,0,1444,"4","7","7",120,1,48,23093.1859266493,"13",9.88167072614944,"35-44"
1,0,0,30,0,900,"4","7","9",48,1,60,21486.111328125,"39",9.97516202063934,"25-34"
0,1,1,35,0,1225,"2","7","9",60,1,48,5840.8408203125,"79",8.67263004153962,"35-44"
1,0,0,51,0,2601,"3","6","9",156,1,48,4672.109375,"45",8.4493659349789,"45-54"
1,0,0,26,0,676,"3","7","9",48,1,48,5695.00732421875,"39",8.64734516195925,"25-34"
0,1,1,41,0,1681,"3","6","1",18,1,45,4656.26293945312,"41",8.44596596497594,"35-44"
0,0,0,27,0,729,"3","7","2",6,0,36,5959.41748046875,"44",8.69272801710632,"25-34"
0,1,1,59,0,3481,"3","6","1",36,0,48,8725.6943359375,"41",8.96485125739007,"55-60"
0,0,0,60,0,3600,"3","7","1",204,0,48,24062.5,"11",10.0879505440922,"60+"
0,1,0,32,0,1024,"3","7","9",2,1,70,6666.66650390625,"5",8.80487523945396,"25-34"
0,1,1,48,0,2304,"3","6","1",36,0,50,5205.04588216146,"37",8.53642061182304,"45-54"
0,1,1,53,0,2809,"3","7","9",3,1,48,32769.7132720947,"2",9.8725858171147,"45-54"
0,0,0,53,0,2809,"3","7","9",12,1,50,14311.1103515625,"11",9.56879146224212,"45-54"
0,0,0,27,0,729,"3","7","7",2,1,50,7536.66650390625,"39",8.9275352550081,"25-34"
1,1,1,53,0,2809,"1","3","1",2,0,40,5820.79130817282,"95",8.58353163142216,"45-54"
1,1,0,21,0,441,"1","6","1",2,0,50,4590.67968000445,"95",8.34673420609856,"18-24"
3,1,1,37,0,1369,"1","6","1",180,0,60,5137.43370472301,"59",8.50601346868025,"35-44"
0,1,1,43,0,1849,"4","7","5",36,1,24,34148.0990263526,"21",10.0191474032227,"35-44"
0,0,0,40,0,1600,"4","7","9",72,1,48,26250,"21",10.1754212680198,"35-44"
3,1,1,30,0,900,"3","4","3",12,0,48,2916.66674804688,"45",7.97819671858534,"25-34"
3,0,0,37,0,1369,"3","4","1",7,0,48,2673.61108398438,"54",7.89118530354782,"35-44"
0,0,1,47,1,2209,"3","5","1",360,1,40,4127.39385986328,"79",8.30065899774788,"45-54"
0,1,0,19,0,361,"3","7","9",10,0,30,4277.77783203125,"37",8.36118895562229,"18-24"
0,0,1,46,1,2116,"3","6","3",180,0,90,5615.27351888021,"80",8.52766024747103,"45-54"
1,1,1,55,0,3025,"3","7","2",120,1,50,8725.6943359375,"41",8.96485125739007,"55-60"
1,1,0,25,0,625,"3","7","9",9,1,48,4696.5771484375,"38",8.45458925609354,"25-34"
1,1,0,23,0,529,"3","7","9",18,1,48,15708.0615234375,"39",9.66192933238475,"18-24"
3,1,1,58,0,3364,"3","7","2",36,0,60,12964.6647949219,"3",9.17683385861332,"55-60"
3,1,0,25,0,625,"3","7","9",18,1,60,6450.2453141646,"39",8.67079768226699,"25-34"
3,0,0,28,0,784,"3","7","9",36,1,48,10621.52734375,"39",9.27063810213407,"25-34"
0,1,1,61,0,3721,"3","6","3",120,1,42,4054.99774169922,"45",8.12885448532475,"60+"
0,0,0,54,0,2916,"3","7","3",120,0,30,4477.43170166016,"97",8.38653082318358,"45-54"
0,0,0,29,0,841,"3","7","9",2,0,40,2333.33325195312,"16",7.75505310449211,"25-34"
1,1,1,55,0,3025,"1","5","3",300,1,40,5599.58837890625,"39",8.63044837025497,"55-60"
1,1,0,24,0,576,"1","7","5",48,1,48,4525.3515625,"45",8.41745054648622,"18-24"
0,1,1,61,0,3721,"4","6","1",180,0,35,4054.99774169922,"45",8.12885448532475,"60+"
2,1,1,30,0,900,"3","5","1",3,0,40,6089.8826385498,"45",8.50163749160376,"25-34"
0,1,1,23,0,529,"1","6","2",1,0,30,3699.38701520647,"79",8.18716903088612,"18-24"
0,0,0,23,0,529,"1","6","2",1,0,30,3871.37959798177,"79",8.2440264150206,"18-24"
0,1,1,41,0,1681,"3","6","1",12,0,40,7486.43966379473,"45",8.58028722834266,"35-44"
0,0,0,35,0,1225,"3","7","9",32,0,48,6086.20218370226,"59",8.6114174637707,"35-44"
0,0,1,67,1,4489,"3","6","1",360,0,40,3859.0997140067,"79",8.24347217327059,"60+"
0,0,0,20,0,400,"3","7","7",3,1,48,7210.6484375,"39",8.88331416208799,"18-24"
0,0,0,56,0,3136,"4","6","2",12,0,30,4101.0814842811,"53",8.24912769288891,"55-60"
0,0,0,28,0,784,"4","7","2",4,0,6,3888.88891601562,"97",8.26587877011078,"25-34"
0,1,0,25,0,625,"4","7","9",17,1,25,10422.7633666992,"19",9.08757234808031,"25-34"
0,0,0,28,0,784,"3","7","9",36,1,48,10532.408203125,"7",9.26221227823247,"25-34"
1,1,1,38,0,1444,"1","6","1",132,0,48,5740.64436420641,"77",8.55182295239704,"35-44"
1,0,0,45,0,2025,"1","4","2",132,0,12,3937.88257271903,"53",8.21983749853064,"45-54"
2,1,1,23,0,529,"1","7","8",32,1,48,6254.35888671875,"3",8.74103392151983,"18-24"
1,1,1,53,0,2809,"3","4","1",240,0,60,6210.06002215485,"98",8.63812303246879,"45-54"
1,1,0,22,0,484,"3","6","7",48,1,48,4914.240234375,"37",8.49989243963036,"18-24"
0,1,1,59,0,3481,"4","7","3",120,1,48,42514.956817627,"21",10.4515058812745,"55-60"
2,1,1,50,0,2500,"4","5","4",120,0,48,4172.45361328125,"53",8.33625953822584,"45-54"
0,1,1,19,0,361,"3","7","9",7,1,48,4388.54443359375,"3",8.38675288698804,"18-24"
0,1,0,23,0,529,"3","7","8",18,1,48,6310.748046875,"3",8.75000949793435,"18-24"
0,0,0,31,0,961,"3","6","1",1,0,40,4601.85205078125,"57",8.43421412118266,"25-34"
2,1,1,27,0,729,"3","5","2",72,0,45,8209.876953125,"40",9.01309321489506,"25-34"
2,0,0,25,0,625,"3","6","5",12,0,48,7024.36546219606,"39",8.73164298587782,"25-34"
0,1,1,46,0,2116,"3","4","1",72,0,60,10269.2976074219,"41",9.03216603467501,"45-54"
0,0,0,45,0,2025,"3","4","1",96,0,40,4189.72041467873,"54",8.24962703664781,"45-54"
0,1,0,25,0,625,"3","5","2",12,0,50,7000,"45",8.85366542803745,"25-34"
0,1,1,43,0,1849,"4","7","9",84,1,40,34148.0990263526,"21",10.0191474032227,"35-44"
4,1,0,38,0,1444,"2","4","4",60,0,72,3037.97553710937,"80",7.97216611644276,"35-44"
1,1,1,25,0,625,"2","3","6",24,0,60,3888.88891601562,"95",8.26587877011078,"25-34"
1,0,0,33,0,1089,"2","6","6",30,1,40,5605.421875,"13",8.63148960029199,"25-34"
0,1,0,46,0,2116,"4","7","9",180,1,48,26736.111328125,"8",10.1937704148048,"45-54"
2,1,1,41,0,1681,"3","7","9",48,1,48,34148.0990263526,"21",10.0191474032227,"35-44"
2,0,0,35,0,1225,"3","7","9",120,1,48,5792.82373046875,"33",8.66437514261172,"35-44"
1,1,1,51,0,2601,"4","7","9",240,1,40,19078.888671875,"21",9.85633769759707,"45-54"
0,1,1,24,0,576,"2","6","2",1,0,70,4585.08730844351,"85",8.39775011593269,"18-24"
0,0,0,22,0,484,"2","7","3",12,0,63,3555.5556640625,"45",8.17626663496322,"18-24"
0,1,1,30,0,900,"2","6","3",24,0,56,3255.17504882812,"45",8.08800133163848,"25-34"
0,0,0,22,0,484,"2","7","7",8,1,48,4286.6640625,"45",8.36326410161943,"18-24"
1,0,0,53,0,2809,"3","5","1",36,0,40,4189.72041467873,"54",8.24962703664781,"45-54"
1,0,0,31,0,961,"3","7","9",36,1,40,5862.5,"59",8.67633141275454,"25-34"
1,1,1,35,0,1225,"3","7","9",48,1,48,10532.408203125,"3",9.26221227823247,"35-44"
1,0,1,55,1,3025,"4","7","9",204,1,60,17500,"2",9.76995615991161,"55-60"
1,1,0,59,0,3481,"4","6","2",148,0,48,42514.956817627,"21",10.4515058812745,"55-60"
0,1,1,61,0,3721,"4","7","9",60,1,50,47250,"21",10.7632079329219,"60+"
1,1,0,36,0,1296,"2","6","1",96,0,84,4656.26293945312,"41",8.44596596497594,"35-44"
0,0,1,53,1,2809,"2","4","9",120,1,48,4542.47998046875,"79",8.42122839309908,"45-54"
0,0,0,23,0,529,"2","7","9",48,1,24,7663.16259765625,"59",8.94418004928324,"18-24"
0,0,1,42,1,1764,"1","3","1",26,1,40,5430.421875,"54",8.59977210328017,"35-44"
0,1,0,22,0,484,"1","7","9",24,1,40,9361.7861328125,"11",9.14439137742182,"18-24"
2,1,1,41,0,1681,"1","7","9",12,1,48,6523.611328125,"45",8.78318338626494,"35-44"
2,0,0,42,0,1764,"1","7","9",12,1,48,8069.4443359375,"44",8.99583990337135,"35-44"
0,0,1,44,1,1936,"2","6","6",132,1,48,4616.5361328125,"45",8.4373999480666,"35-44"
0,1,1,22,0,484,"3","7","7",10,1,60,8341.6669921875,"58",9.02901835453879,"18-24"
0,0,0,34,0,1156,"3","6","9",12,1,72,4360.12841796875,"85",8.38025678957189,"25-34"
1,1,1,38,0,1444,"3","5","9",36,1,40,7065.4990234375,"97",8.86297892580717,"35-44"
1,0,0,36,0,1296,"3","7","2",1,0,5,8400,"36",9.0359869848314,"35-44"
2,1,0,56,0,3136,"3","7","1",120,1,48,4731.94486490885,"45",8.38244362475935,"55-60"
2,0,1,32,1,1024,"2","6","9",40,1,48,6121.5302734375,"39",8.71956738892974,"25-34"
2,1,0,36,0,1296,"2","5","2",60,0,40,2333.33325195312,"45",7.75505310449211,"35-44"
1,1,1,25,0,625,"2","5","9",10,1,48,4672.109375,"58",8.4493659349789,"25-34"
1,0,0,34,0,1156,"2","6","4",13,1,48,5607.77783203125,"58",8.63190981167277,"25-34"
1,1,1,28,0,784,"2","6","1",20,0,56,6089.8826385498,"45",8.50163749160376,"25-34"
1,0,0,31,0,961,"2","5","9",9,1,40,5053.2998046875,"53",8.52779673554994,"25-34"
0,1,1,65,0,4225,"3","4","1",6,0,48,4443.45639910017,"95",8.25303536920613,"60+"
0,0,0,57,0,3249,"3","4","1",180,0,70,5897.8121686663,"45",8.5157214480176,"55-60"
0,0,1,36,1,1296,"3","7","7",6,1,48,4226.5126953125,"38",8.34913251010575,"35-44"
3,1,1,25,0,625,"1","6","9",48,1,48,6262.13671875,"98",8.7422767347285,"25-34"
3,0,0,33,0,1089,"1","5","3",36,0,60,3888.88891601562,"53",8.26587877011078,"25-34"
3,1,0,18,0,324,"1","6","5",36,0,60,2333.33325195312,"97",7.75505310449211,"18-24"
1,1,1,27,0,729,"2","5","1",60,1,84,5121.04207803915,"98",8.479953588418,"25-34"
1,0,0,29,0,841,"2","5","5",8,0,54,4601.85205078125,"57",8.43421412118266,"25-34"
2,1,1,38,0,1444,"2","6","9",96,1,72,5970.12841796875,"58",8.69452371670283,"35-44"
2,1,1,55,0,3025,"3","6","1",12,1,20,5964.59582913306,"98",8.5474537014119,"55-60"
2,0,0,24,0,576,"3","7","1",1,0,25,3733.33325195312,"54",8.2250567468168,"18-24"
2,1,0,26,0,676,"3","7","9",31,0,3,70000,"15",11.1562505210315,"25-34"
0,1,1,42,0,1764,"2","6","3",48,1,96,5099.26775512695,"98",8.46264186454584,"35-44"
1,0,1,43,1,1849,"2","6","4",72,0,40,4159.55447387695,"79",8.29918170933037,"35-44"
1,1,0,21,0,441,"2","6","2",3,0,48,4069.34076031184,"97",8.25641034528814,"18-24"
1,1,1,29,0,841,"1","6","7",72,1,66,3291.16479492188,"45",8.09899682211138,"25-34"
0,1,1,70,0,4900,"2","7","1",324,1,30,4054.99774169922,"45",8.12885448532475,"60+"
0,0,1,50,1,2500,"1","5","2",3,0,8,1458.33337402344,"53",7.28504953802539,"45-54"
3,0,1,44,1,1936,"1","6","3",144,0,36,3266.66674804688,"53",8.09152540090286,"35-44"
3,1,0,19,0,361,"1","6","2",1,0,48,4590.67968000445,"95",8.34673420609856,"18-24"
0,0,1,56,1,3136,"2","6","9",10,1,40,5071.80908203125,"79",8.53145285385325,"55-60"
0,0,0,29,0,841,"2","7","5",12,1,40,6347.8974609375,"13",8.75587892854443,"25-34"
0,0,1,58,1,3364,"2","6","1",120,0,36,4101.0814842811,"53",8.24912769288891,"55-60"
1,0,0,39,0,1521,"2","6","2",0,1,48,3888.88891601562,"45",8.26587877011078,"35-44"
0,1,0,48,0,2304,"1","6","1",8,0,36,5097.74143066406,"97",8.45968361334567,"45-54"
0,1,0,39,0,1521,"2","6","9",72,1,48,5160.28515625,"85",8.54874711978782,"35-44"
0,0,0,41,0,1681,"2","5","1",1,0,12,4861.111328125,"54",8.4890223590924,"35-44"
2,0,1,38,1,1444,"2","6","5",70,1,48,21665.1006373355,"44",9.42108910711346,"35-44"
2,1,1,40,0,1600,"2","5","4",4,0,48,3888.88891601562,"58",8.26587877011078,"35-44"
2,1,0,36,0,1296,"3","7","9",28,1,48,6707.73828125,"98",8.81101710626812,"35-44"
2,0,0,35,0,1225,"3","7","9",48,1,48,4871.85888671875,"44",8.49123084483208,"35-44"
2,0,0,29,0,841,"3","7","9",1,1,48,6417.6923828125,"11",8.76681389013975,"25-34"
2,1,1,58,0,3364,"2","5","1",432,0,56,8275.76228841146,"84",8.91284665143549,"55-60"
2,0,0,50,0,2500,"2","4","1",8,1,48,4525.3515625,"54",8.41745054648622,"45-54"
3,1,1,60,0,3600,"2","6","2",200,0,60,5632.12133789062,"84",8.48980547605328,"60+"
0,1,1,47,0,2209,"2","5","4",3,1,48,3888.88891601562,"95",8.26587877011078,"45-54"
2,1,1,27,0,729,"2","4","3",60,1,70,2888.88891601562,"77",7.96862724905742,"25-34"
0,1,1,65,0,4225,"2","6","1",180,0,48,8327.083203125,"85",8.87999786364778,"60+"
0,1,0,29,0,841,"2","7","9",36,1,48,11616.3248232887,"30",9.20226634618052,"25-34"
0,0,0,27,0,729,"2","7","9",12,1,48,17560.2280171712,"6",9.40179928058314,"25-34"
3,1,0,54,0,2916,"2","6","6",48,1,48,9548.36121247944,"39",8.86736224582321,"45-54"
3,0,0,33,0,1089,"2","7","6",48,1,48,7024.36546219606,"39",8.73164298587782,"25-34"
3,0,0,38,0,1444,"2","7","6",60,1,48,16103.4906475361,"13",9.44770084780992,"35-44"
1,1,1,30,0,900,"3","7","9",16,1,48,9761.9208984375,"3",9.18624447340643,"25-34"
1,0,0,33,0,1089,"3","7","3",3,1,48,4515.97216796875,"39",8.41537576226756,"25-34"
1,1,0,66,0,4356,"3","4","1",36,0,48,79333.3359375,"41",11.2814136968111,"60+"
0,0,0,58,0,3364,"2","4","1",60,0,22,5234.34051983173,"55",8.5178145876325,"55-60"
0,0,0,26,0,676,"2","6","7",8,1,48,4368.2900390625,"55",8.38212691610457,"25-34"
4,0,1,44,1,1936,"2","6","1",1,0,90,11734.6227283478,"45",8.60509731914462,"35-44"
0,0,0,64,0,4096,"2","1","9",72,1,48,4526.2763671875,"37",8.41765488645642,"60+"
0,0,0,29,0,841,"2","7","8",2,1,40,8944.4443359375,"13",9.09878787393922,"25-34"
0,1,1,59,0,3481,"3","5","5",12,1,72,3607.62817382812,"58",8.19080581983754,"55-60"
0,1,1,44,0,1936,"2","5","3",30,1,72,3273.14819335938,"58",8.09350755100731,"35-44"
2,1,0,51,0,2601,"2","1","3",360,0,54,5820.79130817282,"95",8.58353163142216,"45-54"
2,0,0,31,0,961,"2","6","2",0,0,54,3456.7900390625,"45",8.14809570306489,"25-34"
4,0,1,36,1,1296,"3","7","2",60,1,70,2659.69555664062,"97",7.88596694283483,"35-44"
4,1,0,43,0,1849,"3","4","2",220,1,70,5099.26775512695,"98",8.46264186454584,"35-44"
2,0,0,48,0,2304,"3","7","8",16,1,48,4366.89794921875,"33",8.38180818458845,"45-54"
2,0,0,26,0,676,"3","7","9",9,1,48,9560.1845703125,"38",9.16536231237712,"25-34"
2,0,0,35,0,1225,"3","7","9",4,1,48,6217.361328125,"33",8.73510087195075,"35-44"
1,1,0,43,0,1849,"3","6","1",60,0,66,5503.0435556265,"97",8.5484079125275,"35-44"
1,0,0,35,0,1225,"3","6","8",36,1,53,4369.39306640625,"97",8.38237939203813,"35-44"
1,1,0,43,0,1849,"3","6","1",96,0,60,8427.6399710519,"3",8.93121280488026,"35-44"
